Question,Gold Standard Entities,Gold Standard Relations,FALCON_Entities,P_E,R_E,FALCON_Relations,P_R,R_R
What place is the birthplace of Vijay Chavan where Eka Lagnachi Teesri Goshta is located as well?,"['http://dbpedia.org/resource/Eka_Lagnachi_Teesri_Goshta', 'http://dbpedia.org/resource/Vijay_Chavan']","['http://dbpedia.org/property/location', 'http://dbpedia.org/property/placeOfBirth']","['http://aksw.org/notInWiki/TeesriGoshta', 'http://aksw.org/notInWiki/EkaLagnachi', 'http://dbpedia.org/resource/Vijay_Chavan']",0.3333333333333333,0.5,['http://dbpedia.org/ontology/locatedInArea'],0.0,0.0
In which fields are both Paul Demiville and Sylvain levi experts?,"['http://dbpedia.org/resource/Paul_Demiéville', 'http://dbpedia.org/resource/Sylvain_Lévi']","['http://dbpedia.org/property/fields', 'http://dbpedia.org/property/fields']","['http://aksw.org/notInWiki/PaulDemiville', 'http://aksw.org/notInWiki/Sylvain']",0.0,0.0,[],0,0.0
Ernest Rutherford was the advisor of how many people?,['http://dbpedia.org/resource/Ernest_Rutherford'],['http://dbpedia.org/property/doctoralAdvisor'],['http://aksw.org/notInWiki/Rutherford'],0.0,0.0,[],0,0.0
Which birthplace of Liliya Lobanova is also the location of the Snake Island ?,"['http://dbpedia.org/resource/Liliya_Lobanova', 'http://dbpedia.org/resource/Snake_Island_(Black_Sea)']","['http://dbpedia.org/property/birthplace', 'http://dbpedia.org/property/locationCountry']","['http://aksw.org/notInWiki/theSnakeIsland', 'http://dbpedia.org/resource/Liliya_Lobanova']",0.5,0.5,[],0,0.0
Where were some people associated with Steve Winwood employed at?,['http://dbpedia.org/resource/Steve_Winwood'],"['http://dbpedia.org/ontology/associatedMusicalArtist', 'http://dbpedia.org/ontology/occupation']",['http://dbpedia.org/resource/Steve_Winwood'],1.0,1.0,"['http://dbpedia.org/ontology/associatedBand', 'http://dbpedia.org/ontology/leader']",0.0,0.0
What is the nationality of Aishath Saffa ?,['http://dbpedia.org/resource/Aishath_Saffa'],['http://dbpedia.org/property/nationality'],['http://dbpedia.org/resource/Aishath_Saffa'],1.0,1.0,[],0,0.0
Who were involved in the wars where Jonathan Haskell battled?,['http://dbpedia.org/resource/Jonathan_Haskell'],"['http://dbpedia.org/property/battles', 'http://dbpedia.org/property/combatant']",['http://dbpedia.org/resource/Jonathan_Haskell'],1.0,1.0,"['http://dbpedia.org/ontology/date', 'http://dbpedia.org/ontology/battle']",0.0,0.0
Does the river shannon originate from Dowra?,"['http://dbpedia.org/resource/River_Shannon', 'http://dbpedia.org/resource/Dowra']",['http://dbpedia.org/ontology/sourceMountain'],['http://dbpedia.org/resource/Dowra'],1.0,0.5,[],0,0.0
What is the currency of Kerguelen Islands ?,['http://dbpedia.org/resource/Kerguelen_Islands'],['http://dbpedia.org/ontology/currency'],['http://dbpedia.org/resource/Kerguelen_Islands'],1.0,1.0,[],0,0.0
Does Jevan Snead play as Quarterback?,"['http://dbpedia.org/resource/Jevan_Snead', 'http://dbpedia.org/resource/Quarterback']",['http://dbpedia.org/property/position'],"['http://dbpedia.org/resource/Quarterback', 'http://dbpedia.org/resource/Jevan_Snead']",1.0,1.0,['http://dbpedia.org/ontology/starring'],0.0,0.0
In how many nations is Coconut a common food ingredient?,['http://dbpedia.org/resource/Coconut'],"['http://dbpedia.org/ontology/ingredient', 'http://dbpedia.org/property/country']",[],0,0.0,[],0,0.0
Name the show whose jury consist of Jennifer Lopez and Randy Jackson?,"['http://dbpedia.org/resource/Jennifer_Lopez', 'http://dbpedia.org/resource/Randy_Jackson']","['http://dbpedia.org/property/judges', 'http://dbpedia.org/property/judges']","['http://dbpedia.org/resource/Jennifer_Lopez', 'http://dbpedia.org/resource/Randy_Jackson']",1.0,1.0,['http://dbpedia.org/ontology/thumbnail'],0.0,0.0
Is tahiti in the Society Islands achipelago?,"['http://dbpedia.org/resource/Tahiti', 'http://dbpedia.org/resource/Society_Islands']",['http://dbpedia.org/property/archipelago'],['http://aksw.org/notInWiki/theSocietyIslands'],0.0,0.0,[],0,0.0
How many games have been composed by Hirokazu Tanaka?,['http://dbpedia.org/resource/Hirokazu_Tanaka'],['http://dbpedia.org/property/composer'],['http://dbpedia.org/resource/Hirokazu_Tanaka'],1.0,1.0,['http://dbpedia.org/ontology/musicComposer'],0.0,0.0
Where did the fashion designer study who died at the Stony Brook University Hospital?,['http://dbpedia.org/resource/Stony_Brook_University_Hospital'],"['http://dbpedia.org/ontology/deathPlace', 'http://dbpedia.org/property/education']",['http://aksw.org/notInWiki/theStonyBrookUniversityHospital'],0.0,0.0,['http://dbpedia.org/ontology/house'],0.0,0.0
Name few television shows's anchored by Ryan Seacrest?,['http://dbpedia.org/resource/Ryan_Seacrest'],['http://dbpedia.org/ontology/presenter'],['http://dbpedia.org/resource/Ryan_Seacrest'],1.0,1.0,['http://dbpedia.org/ontology/strength'],0.0,0.0
Was Queen Latifah in the U.N.I.T.Y. group?,"['http://dbpedia.org/resource/U.N.I.T.Y.', 'http://dbpedia.org/resource/Queen_Latifah']",['http://dbpedia.org/ontology/musicalArtist'],"['http://dbpedia.org/resource/Queen_Latifah', 'http://aksw.org/notInWiki/UNITY']",0.5,0.5,[],0,0.0
Give me some shows related to the ones created by Russell Davies,['http://dbpedia.org/resource/Russell_T_Davies'],"['http://dbpedia.org/ontology/related', 'http://dbpedia.org/property/creator']",['http://dbpedia.org/resource/Russell_Davies'],0.0,0.0,"['http://dbpedia.org/ontology/related', 'http://dbpedia.org/ontology/creator']",1.0,1.0
List the total number of regions of the building whose are located in\Grand Forks Air Force Base?,['http://dbpedia.org/resource/Grand_Forks_Air_Force_Base'],"['http://dbpedia.org/ontology/region', 'http://dbpedia.org/ontology/region']",['http://aksw.org/notInWiki/inGrandForksAirForceBase'],0.0,0.0,['http://dbpedia.org/ontology/locatedInArea'],0.0,0.0
Where is the headquarters of the company which runs the Metro Blue Line in minnesota?,['http://dbpedia.org/resource/Metro_Blue_Line_(Minnesota)'],"['http://dbpedia.org/property/operator', 'http://dbpedia.org/property/headquarters']","['http://aksw.org/notInWiki/theMetroBlueLine', 'http://dbpedia.org/resource/Minnesota']",0.0,0.0,['http://dbpedia.org/ontology/symbol'],0.0,0.0
"Which office holder owes its allegiance to a state whose capital town is Jamestown, Virginia?","['http://dbpedia.org/resource/Jamestown,_Virginia']","['http://dbpedia.org/ontology/capital', 'http://dbpedia.org/property/allegiance']","['http://aksw.org/notInWiki/Jamestown', 'http://dbpedia.org/resource/Virginia']",0.0,0.0,['http://dbpedia.org/ontology/person'],0.0,0.0
Which religion's people are member of BJP?,['http://dbpedia.org/resource/Bharatiya_Janata_Party'],"['http://dbpedia.org/ontology/religion', 'http://dbpedia.org/property/party']",['http://dbpedia.org/resource/Bharatiya_Janata_Party'],1.0,1.0,[],0,0.0
Count the different alma maters of people employed by the CNN,['http://dbpedia.org/resource/CNN'],"['http://dbpedia.org/ontology/almaMater', 'http://dbpedia.org/property/employer']",['http://dbpedia.org/resource/CNN'],1.0,1.0,['http://dbpedia.org/ontology/employer'],1.0,0.5
How many dishes are made with an ingredient belonging to the flowering plant species?,['http://dbpedia.org/resource/Flowering_plant'],"['http://dbpedia.org/ontology/division', 'http://dbpedia.org/ontology/ingredient']",[],0,0.0,"['http://dbpedia.org/ontology/membership', 'http://dbpedia.org/ontology/day']",0.0,0.0
What is the common governing body of the Naval Air Facility Adak and Oahu Railway and Land Company?,"['http://dbpedia.org/resource/Naval_Air_Facility_Adak', 'http://dbpedia.org/resource/Oahu_Railway_and_Land_Company']","['http://dbpedia.org/property/governingBody', 'http://dbpedia.org/property/governingBody']","['http://aksw.org/notInWiki/theNavalAirFacilityAdak', 'http://aksw.org/notInWiki/LandCompany', 'http://dbpedia.org/resource/Oahu_Railway_and_Land_Company']",0.3333333333333333,0.5,['http://dbpedia.org/ontology/management'],0.0,0.0
Whose band members are known to play a PRS guitar?,['http://dbpedia.org/resource/PRS_Guitars'],"['http://dbpedia.org/property/notableInstruments', 'http://dbpedia.org/property/currentMembers']",[],0,0.0,['http://dbpedia.org/ontology/starring'],0.0,0.0
Was the Funky Lab Rat released in North America?,"['http://dbpedia.org/resource/Funky_Lab_Rat', 'http://dbpedia.org/resource/North_America']",['http://dbpedia.org/property/released'],"['http://aksw.org/notInWiki/theFunkyLabRat', 'http://dbpedia.org/resource/North_America']",0.5,0.5,['http://dbpedia.org/ontology/person'],0.0,0.0
Which nation is the origin of Dornier Aerodyne ?,['http://dbpedia.org/resource/Dornier_Aerodyne'],['http://dbpedia.org/property/nationalOrigin'],['http://dbpedia.org/resource/Dornier_Aerodyne'],1.0,1.0,[],0,0.0
Where is the rival school of Somerset Berkeley Regional High school?,['http://dbpedia.org/resource/Somerset_Berkley_Regional_High_School'],"['http://dbpedia.org/ontology/rival', 'http://dbpedia.org/ontology/region']",['http://aksw.org/notInWiki/SomersetBerkeleyRegionalHighschool'],0.0,0.0,[],0,0.0
Which is the city closest to both the Lodaiska site and the home of David w brown?,"['http://dbpedia.org/resource/LoDaisKa_Site', 'http://dbpedia.org/resource/David_W._Brown_House']","['http://dbpedia.org/ontology/nearestCity', 'http://dbpedia.org/ontology/nearestCity']","['http://aksw.org/notInWiki/Davidwbrown', 'http://aksw.org/notInWiki/Lodaiska']",0.0,0.0,[],0,0.0
"What is the state of the settlement, which is the sub assembly of Mohamedia, Tunisia ?","['http://dbpedia.org/resource/Mohamedia,_Tunisia']","['http://dbpedia.org/ontology/isPartOf', 'http://dbpedia.org/ontology/country']","['http://aksw.org/notInWiki/Mohamedia', 'http://dbpedia.org/resource/Tunisia']",0.0,0.0,[],0,0.0
Name the television show whose company is HBO and Playtone?,"['http://dbpedia.org/resource/HBO', 'http://dbpedia.org/resource/Playtone']","['http://dbpedia.org/ontology/company', 'http://dbpedia.org/property/company']","['http://dbpedia.org/resource/Playtone', 'http://dbpedia.org/resource/HBO']",1.0,1.0,[],0,0.0
Whose leaders are Willem-Alexander and Fredis Refunjol?,"['http://dbpedia.org/resource/Willem-Alexander_of_the_Netherlands', 'http://dbpedia.org/resource/Fredis_Refunjol']","['http://dbpedia.org/ontology/leader', 'http://dbpedia.org/ontology/leader']","['http://dbpedia.org/resource/Willem-Alexander_of_the_Netherlands', 'http://dbpedia.org/resource/Fredis_Refunjol']",1.0,1.0,[],0,0.0
What television show are distributed by Broadcast syndication?,['http://dbpedia.org/resource/Broadcast_syndication'],['http://dbpedia.org/ontology/distributor'],['http://dbpedia.org/resource/Broadcast_syndication'],1.0,1.0,['http://dbpedia.org/ontology/distributor'],1.0,1.0
Who is the common parent of Gettv and hypnotize mind ?,"['http://dbpedia.org/resource/GetTV', 'http://dbpedia.org/resource/Hypnotize_Minds']","['http://dbpedia.org/ontology/parentOrganisation', 'http://dbpedia.org/property/parent']",['http://aksw.org/notInWiki/Gettv'],0.0,0.0,['http://dbpedia.org/property/entrance'],0.0,0.0
Name the mascot of Austin College ?,['http://dbpedia.org/resource/Austin_College'],['http://dbpedia.org/property/mascot'],['http://dbpedia.org/resource/Austin_College'],1.0,1.0,[],0,0.0
What is the birth city of trainer of Leallah?,['http://dbpedia.org/resource/Leallah'],"['http://dbpedia.org/property/trainer', 'http://dbpedia.org/property/birthPlace']",['http://dbpedia.org/resource/Leallah'],1.0,1.0,[],0,0.0
Name the person with opponents Ike Clanton and Tom McLaury?,"['http://dbpedia.org/resource/Ike_Clanton', 'http://dbpedia.org/resource/Tom_McLaury']","['http://dbpedia.org/ontology/opponent', 'http://dbpedia.org/ontology/opponent']","['http://dbpedia.org/resource/Tom_McLaury', 'http://dbpedia.org/resource/Ike_Clanton']",1.0,1.0,[],0,0.0
What are the airlines whose hub airport is operated by the Los Angeles World Airports?,['http://dbpedia.org/resource/Los_Angeles_World_Airports'],"['http://dbpedia.org/ontology/operator', 'http://dbpedia.org/ontology/hubAirport']",['http://aksw.org/notInWiki/theLosAngelesWorldAirports'],0.0,0.0,['http://dbpedia.org/ontology/operatedBy'],0.0,0.0
What is used as money for French Southern and Antarctic Lands is also the  product of the Karafarin Bank ?,"['http://dbpedia.org/resource/French_Southern_and_Antarctic_Lands', 'http://dbpedia.org/resource/Karafarin_Bank']","['http://dbpedia.org/ontology/currency', 'http://dbpedia.org/ontology/product']","['http://aksw.org/notInWiki/theKarafarinBank', 'http://aksw.org/notInWiki/AntarcticLands', 'http://aksw.org/notInWiki/FrenchSouthern']",0.0,0.0,[],0,0.0
"Which office holder's resting place is in  Palo Alto, California and was succeeded by Adrian A. Basora ?","['http://dbpedia.org/resource/Palo_Alto,_California', 'http://dbpedia.org/resource/Adrian_A._Basora']","['http://dbpedia.org/property/restingPlace', 'http://dbpedia.org/property/successor']","['http://dbpedia.org/resource/Adrian_A._Basora', 'http://dbpedia.org/resource/California', 'http://dbpedia.org/resource/Palo_Alto,_California']",0.6666666666666666,1.0,"['http://dbpedia.org/ontology/location', 'http://dbpedia.org/ontology/successor']",0.5,0.5
Name the companies which are in cities under Denzil Minnan Wong?,['http://dbpedia.org/resource/Denzil_Minnan-Wong'],"['http://dbpedia.org/ontology/locationCity', 'http://dbpedia.org/property/leaderName']",['http://dbpedia.org/resource/Denzil_Minnan-Wong'],1.0,1.0,[],0,0.0
Which city was founded by  George Washington and John Forbes (British Army officer)?,"['http://dbpedia.org/resource/George_Washington', 'http://dbpedia.org/resource/John_Forbes_(British_Army_officer)']","['http://dbpedia.org/ontology/founder', 'http://dbpedia.org/property/founder']","['http://dbpedia.org/resource/George_Washington', 'http://dbpedia.org/resource/British_Army', 'http://aksw.org/notInWiki/JohnForbes']",0.3333333333333333,0.5,['http://dbpedia.org/ontology/founder'],1.0,0.5
List the country of Tokaj wine region ?,['http://dbpedia.org/resource/Tokaj_wine_region'],['http://dbpedia.org/property/country'],['http://dbpedia.org/resource/Tokaj'],0.0,0.0,[],0,0.0
Who are the golf players whose college is Arizona State Sun Devils?,['http://dbpedia.org/resource/Arizona_State_Sun_Devils'],['http://dbpedia.org/ontology/college'],"['http://aksw.org/notInWiki/SunDevils', 'http://dbpedia.org/resource/Arizona']",0.0,0.0,[],0,0.0
Where is the successor of john waldo from?,['http://dbpedia.org/resource/John_B._Waldo'],"['http://dbpedia.org/property/successor', 'http://dbpedia.org/property/state']",['http://aksw.org/notInWiki/johnwaldo'],0.0,0.0,['http://dbpedia.org/ontology/name'],0.0,0.0
Which home town of Cline Buckens is the place of Death of Richard heron ?,"['http://dbpedia.org/resource/Céline_Buckens', 'http://dbpedia.org/resource/Richard_Heron']","['http://dbpedia.org/ontology/hometown', 'http://dbpedia.org/property/placeOfDeath']","['http://aksw.org/notInWiki/DeathofRichard', 'http://aksw.org/notInWiki/ClineBuckens']",0.0,0.0,[],0,0.0
Name some cars similar to the ones which are assembled at the Jefferson North Assembly?,['http://dbpedia.org/resource/Jefferson_North_Assembly'],"['http://dbpedia.org/property/assembly', 'http://dbpedia.org/property/related']",['http://aksw.org/notInWiki/theJeffersonNorthAssembly'],0.0,0.0,['http://dbpedia.org/ontology/mass'],0.0,0.0
Which awards are presented by the committee located in Stockholm?,['http://dbpedia.org/resource/Stockholm'],"['http://dbpedia.org/ontology/presenter', 'http://dbpedia.org/property/headquarters']",['http://dbpedia.org/resource/Stockholm'],1.0,1.0,['http://dbpedia.org/ontology/garrison'],0.0,0.0
Which school did Robbie Diack attend?,['http://dbpedia.org/resource/Robbie_Diack'],['http://dbpedia.org/property/school'],['http://dbpedia.org/resource/Robbie_Diack'],1.0,1.0,['http://dbpedia.org/ontology/show'],0.0,0.0
Who is the film star of On Air with Ryan Seacrest ?,['http://dbpedia.org/resource/On_Air_with_Ryan_Seacrest'],['http://dbpedia.org/ontology/starring'],"['http://dbpedia.org/resource/Ryan_Seacrest', 'http://aksw.org/notInWiki/OnAir']",0.0,0.0,[],0,0.0
List everything in which saxophone players have been casted.,['http://dbpedia.org/resource/Saxophone'],"['http://dbpedia.org/ontology/instrument', 'http://dbpedia.org/property/starring']",[],0,0.0,['http://dbpedia.org/ontology/class'],0.0,0.0
Who wrote Catch My soul ?,['http://dbpedia.org/resource/Catch_My_Soul_(UK_stage_version)'],['http://dbpedia.org/ontology/author'],[],0,0.0,['http://dbpedia.org/ontology/composer'],0.0,0.0
Who is the builder of Atamurat-Kerkichi Bridge ?,['http://dbpedia.org/resource/Atamurat-Kerkichi_Bridge'],['http://dbpedia.org/property/builder'],['http://dbpedia.org/resource/Atamurat-Kerkichi_Bridge'],1.0,1.0,[],0,0.0
How many bands collaborated with artists who signed up with EMI?,['http://dbpedia.org/resource/EMI'],"['http://dbpedia.org/ontology/recordLabel', 'http://dbpedia.org/ontology/associatedMusicalArtist']",['http://dbpedia.org/resource/EMI'],1.0,1.0,"['http://dbpedia.org/ontology/band', 'http://dbpedia.org/ontology/precursor']",0.0,0.0
"Where did the president study, who's the president of Besiktas JK?",['http://dbpedia.org/resource/Beşiktaş_JK_(wheelchair_basketball)'],"['http://dbpedia.org/ontology/president', 'http://dbpedia.org/property/almaMater']",['http://dbpedia.org/resource/Beşiktaş_J.K.'],0.0,0.0,[],0,0.0
To which destinations does Air 2000 fly?,['http://dbpedia.org/resource/Air_2000'],['http://dbpedia.org/property/destinations'],['http://dbpedia.org/resource/Air_2000'],1.0,1.0,['http://dbpedia.org/ontology/race'],0.0,0.0
In which places can we find the people won the Project Runaway Canada?,['http://dbpedia.org/resource/Project_Runway_Canada'],"['http://dbpedia.org/ontology/award', 'http://dbpedia.org/ontology/residence']",['http://aksw.org/notInWiki/theProjectRunawayCanada'],0.0,0.0,['http://dbpedia.org/ontology/award'],1.0,0.5
How many factions were fighting in the wars where Blue Jacket was a commander?,['http://dbpedia.org/resource/Blue_Jacket'],"['http://dbpedia.org/property/commander', 'http://dbpedia.org/property/combatant']",['http://dbpedia.org/resource/Blue_Jacket'],1.0,1.0,['http://dbpedia.org/ontology/battle'],0.0,0.0
Did Stan Lee write the Daredevils?,"['http://dbpedia.org/resource/The_Daredevils', 'http://dbpedia.org/resource/Stan_Lee']",['http://dbpedia.org/property/writers'],"['http://aksw.org/notInWiki/y>Leewri', 'http://aksw.org/notInWiki/ty>']",0.0,0.0,['http://dbpedia.org/ontology/address'],0.0,0.0
How many record labels publish works of Jazz fusion?,['http://dbpedia.org/resource/Jazz_fusion'],"['http://dbpedia.org/ontology/genre', 'http://dbpedia.org/ontology/recordLabel']",['http://dbpedia.org/resource/Jazz'],0.0,0.0,['http://dbpedia.org/ontology/state'],0.0,0.0
Where was the person born whose successor was Le Hong Phong?,['http://dbpedia.org/resource/Lê_Hồng_Phong'],"['http://dbpedia.org/property/successor', 'http://dbpedia.org/property/birthPlace']",['http://dbpedia.org/resource/Lê_Hồng_Phong'],1.0,1.0,['http://dbpedia.org/ontology/birthPlace'],1.0,0.5
"To what region is Sukhumbhand Paribatra, a leader?",['http://dbpedia.org/resource/Sukhumbhand_Paribatra'],['http://dbpedia.org/ontology/leaderName'],['http://dbpedia.org/resource/Sukhumbhand_Paribatra'],1.0,1.0,[],0,0.0
Where was Picasso's Last Words recorded ?,"[""http://dbpedia.org/resource/Picasso's_Last_Words_(Drink_to_Me)""]",['http://dbpedia.org/property/recorded'],"['http://aksw.org/notInWiki/LastWords', 'http://dbpedia.org/resource/Pablo_Picasso']",0.0,0.0,['http://dbpedia.org/ontology/recordedIn'],0.0,0.0
What is the largest city of the birthplace of Pat Kirkwood?,['http://dbpedia.org/resource/Pat_Kirkwood_(racing_driver)'],"['http://dbpedia.org/ontology/largestCity', 'http://dbpedia.org/property/birthplace']",['http://aksw.org/notInWiki/PatKirkwood'],0.0,0.0,[],0,0.0
"For how many movies have the music composer composed music, who have collaborated with Yes ?",['http://dbpedia.org/resource/Yes_(band)'],"['http://dbpedia.org/ontology/associatedMusicalArtist', 'http://dbpedia.org/ontology/musicComposer']",[],0,0.0,"['http://dbpedia.org/ontology/musicComposer', 'http://dbpedia.org/ontology/band']",0.5,0.5
What is the largest city of Pulau Ubin ?,['http://dbpedia.org/resource/Pulau_Ubin'],['http://dbpedia.org/ontology/largestCity'],['http://dbpedia.org/resource/Pulau_Ubin'],1.0,1.0,[],0,0.0
What is the former team of the Athens borned basketball players ?,['http://dbpedia.org/resource/Athens'],"['http://dbpedia.org/ontology/formerTeam', 'http://dbpedia.org/property/birthPlace']",['http://dbpedia.org/resource/Athens'],1.0,1.0,['http://dbpedia.org/ontology/type'],0.0,0.0
Which key perosn of the Elders is also the president of united World College ?,"['http://dbpedia.org/resource/The_Elders_(organization)', 'http://dbpedia.org/resource/United_World_Colleges']","['http://dbpedia.org/ontology/president', 'http://dbpedia.org/property/keyPeople']",['http://dbpedia.org/resource/Cleveland_Institute_of_Electronics'],0.0,0.0,[],0,0.0
What is the total number of other nearest countries to the lakes whose nearest countries is Uganda?,['http://dbpedia.org/resource/Uganda'],"['http://dbpedia.org/ontology/nearestCity', 'http://dbpedia.org/ontology/nearestCity']",['http://dbpedia.org/resource/Uganda'],1.0,1.0,[],0,0.0
Name the television show directed by Simon Fuller and judged by Jennifier Lopez ?,"['http://dbpedia.org/resource/Simon_Fuller', 'http://dbpedia.org/resource/Jennifer_Lopez']","['http://dbpedia.org/property/creator', 'http://dbpedia.org/property/judges']","['http://aksw.org/notInWiki/JennifierLopez', 'http://dbpedia.org/resource/Simon_Fuller']",0.5,0.5,"['http://dbpedia.org/ontology/dean', 'http://dbpedia.org/ontology/review']",0.0,0.0
Give me some shows owned by BBC one and BBC hd?,"['http://dbpedia.org/resource/BBC_One', 'http://dbpedia.org/resource/BBC_HD']","['http://dbpedia.org/ontology/network', 'http://dbpedia.org/ontology/network']","['http://dbpedia.org/resource/BBC', 'http://dbpedia.org/resource/BBC']",0.0,0.0,"['http://dbpedia.org/ontology/owner', 'http://dbpedia.org/property/hd']",0.0,0.0
Name the shows whose theme was composed by a band in which Jay Lane used to be?,['http://dbpedia.org/resource/Jay_Lane'],"['http://dbpedia.org/ontology/formerBandMember', 'http://dbpedia.org/property/themeMusicComposer']",['http://dbpedia.org/resource/Jay_Lane'],1.0,1.0,['http://dbpedia.org/ontology/musicComposer'],0.0,0.0
Where do the rivers from greater London flow into?,['http://dbpedia.org/resource/Greater_London'],"['http://dbpedia.org/property/sourceRegion', 'http://dbpedia.org/property/mouthLocation']",['http://dbpedia.org/resource/.london'],0.0,0.0,[],0,0.0
List out the people who are related to the relatives of Jared Kushner ?,['http://dbpedia.org/resource/Jared_Kushner'],"['http://dbpedia.org/ontology/relation', 'http://dbpedia.org/ontology/relation']",['http://dbpedia.org/resource/Jared_Kushner'],1.0,1.0,['http://dbpedia.org/ontology/related'],0.0,0.0
Was Buzz Williams the headcoach of the Marquette Golden Eagles mens team?,"[""http://dbpedia.org/resource/2013–14_Marquette_Golden_Eagles_men's_basketball_team"", 'http://dbpedia.org/resource/Buzz_Williams']",['http://dbpedia.org/property/headcoach'],"['http://dbpedia.org/resource/Golden_eagle', 'http://dbpedia.org/resource/Buzz_Williams', 'http://aksw.org/notInWiki/Marquette']",0.3333333333333333,0.5,[],0,0.0
How many units follow the US Navy Department's command structure?,['http://dbpedia.org/resource/United_States_Department_of_the_Navy'],['http://dbpedia.org/ontology/commandStructure'],"[""http://aksw.org/notInWiki/theUSNavyDepartment's""]",0.0,0.0,['http://dbpedia.org/ontology/result'],0.0,0.0
Under which US president was a politician in opposition of John G Schmitz?,['http://dbpedia.org/resource/John_G._Schmitz'],"['http://dbpedia.org/ontology/incumbent', 'http://dbpedia.org/property/opponent']","['http://dbpedia.org/resource/John_G._Schmitz', 'http://aksw.org/notInWiki/US']",0.5,1.0,[],0,0.0
Whcih creator of Theme Time Radio Hour also created subsequent work of Moondoc Matinee ?,"['http://dbpedia.org/resource/Moondog_Matinee', 'http://dbpedia.org/resource/Theme_Time_Radio_Hour']","['http://dbpedia.org/ontology/subsequentWork', 'http://dbpedia.org/property/creator']","['http://aksw.org/notInWiki/ThemeTimeRadio', 'http://aksw.org/notInWiki/bsequentworko']",0.0,0.0,['http://dbpedia.org/ontology/creator'],1.0,0.5
Which education institute of Duncan U. Fletcher is also the university of Vanderbilt Commodores ?,"['http://dbpedia.org/resource/Duncan_U._Fletcher', 'http://dbpedia.org/resource/Vanderbilt_Commodores']","['http://dbpedia.org/ontology/almaMater', 'http://dbpedia.org/ontology/university']","['http://dbpedia.org/resource/Vanderbilt_Commodores', 'http://dbpedia.org/resource/Duncan_U._Fletcher']",1.0,1.0,[],0,0.0
Which license provider of MSX basic is also the designer of Language Integrated Query ?,"['http://dbpedia.org/resource/Language_Integrated_Query', 'http://dbpedia.org/resource/MSX_BASIC']","['http://dbpedia.org/ontology/designer', 'http://dbpedia.org/property/license']",[],0,0.0,[],0,0.0
Who was the United States president who also served as a governor of Indiana Territory?,['http://dbpedia.org/resource/Indiana_Territory'],['http://dbpedia.org/property/branch'],"['http://dbpedia.org/resource/Indiana_Territory', 'http://dbpedia.org/resource/United_States']",0.5,1.0,['http://dbpedia.org/ontology/person'],0.0,0.0
Who built the Ford Y-block engine ?,['http://dbpedia.org/resource/Ford_Y-block_engine'],['http://dbpedia.org/ontology/manufacturer'],"['http://aksw.org/notInWiki/Y-block', 'http://dbpedia.org/resource/Ford_Motor_Company']",0.0,0.0,['http://dbpedia.org/ontology/numberBuilt'],0.0,0.0
What are the awards received by spouse of Ellen Lundstrom?,['http://dbpedia.org/resource/Ellen_Lundström'],"['http://dbpedia.org/ontology/spouse', 'http://dbpedia.org/property/awards']",['http://aksw.org/notInWiki/EllenLundstrom'],0.0,0.0,['http://dbpedia.org/ontology/board'],0.0,0.0
Is Plymouth High School for Girls in Devon county?,"['http://dbpedia.org/resource/Plymouth_High_School_for_Girls', 'http://dbpedia.org/resource/Devon']",['http://dbpedia.org/ontology/county'],"['http://dbpedia.org/resource/Plymouth_High_School_for_Girls', 'http://aksw.org/notInWiki/Devoncounty']",0.5,0.5,[],0,0.0
In which city is the hub airport of Club One Air?,['http://dbpedia.org/resource/Club_One_Air'],"['http://dbpedia.org/ontology/hubAirport', 'http://dbpedia.org/property/cityServed']",['http://dbpedia.org/resource/Club_One_Air'],1.0,1.0,[],0,0.0
List the first drivers of Grand Prixes where Mika Hakkinen was a pole driver.,['http://dbpedia.org/resource/Mika_Häkkinen'],"['http://dbpedia.org/ontology/poleDriver', 'http://dbpedia.org/ontology/firstDriver']","['http://dbpedia.org/resource/Mika_Häkkinen', 'http://aksw.org/notInWiki/GrandPrixes', 'http://dbpedia.org/resource/First_(Denise_Ho_album)']",0.3333333333333333,1.0,[],0,0.0
Who produced the Pixar Image Computer?,['http://dbpedia.org/resource/Pixar_Image_Computer'],['http://dbpedia.org/ontology/product'],['http://aksw.org/notInWiki/thePixarImageComputer'],0.0,0.0,['http://dbpedia.org/ontology/wineProduced'],0.0,0.0
Name the royalty whose daughter was Cleopatra V and was married to Ptolemy XIV of Egypt?,"['http://dbpedia.org/resource/Cleopatra_V_of_Egypt', 'http://dbpedia.org/resource/Ptolemy_XIV_of_Egypt']","['http://dbpedia.org/ontology/spouse', 'http://dbpedia.org/property/mother']","['http://dbpedia.org/resource/Ptolemy_XIV_of_Egypt', 'http://dbpedia.org/resource/Cleopatra_V_of_Egypt', 'http://dbpedia.org/resource/Egypt']",0.6666666666666666,1.0,['http://dbpedia.org/ontology/spouse'],1.0,0.5
What are some islands in the bahamas?,['http://dbpedia.org/resource/The_Bahamas'],['http://dbpedia.org/property/archipelago'],[],0,0.0,[],0,0.0
